region,comuna,titulo,fecha,bajada,link,medio,label,score
Valparaíso,Olmué,Plebiscito en Valparaíso: en Reñaca se concentró el rechazo y el apruebo movilizó a un “nuevo votante urbano”,2020-11-27,"En la V región el apruebo obtuvo una de las votaciones más altas de Chile: 79,4%. En Petorca, Llay-Llay, Puchuncaví, comunidades afectadas",https://www.ciperchile.cl/2020/11/27/plebiscito-en-valparaiso-en-renaca-se-concentro-el-rechazo-y-el-apruebo-movilizo-a-un-nuevo-votante-urbano/,- CIPER Chile,conflicto,0.8217399716377258
Valparaíso,Olmué,"Olmué se queda sin agua: conexión a red de Esval, desaladora multipropósito y mejorar la gestión son las opciones frente a la crisis",2021-04-19,"Casi un tercio de las comunas de Chile están declaradas oficialmente con problemas serios de abastecimiento de agua para todos los usos,",https://www.paiscircular.cl/ciudad/desalacion-inversion-publica-en-infraestructura-y-mejoras-en-la-gestion-del-agua-algunas-de-las-opciones-que-se-evaluan-para-paliar-la-crisis-hidrica-que-vive-olmue/,País Circular,conflicto,0.6525327563285828
Valparaíso,Olmué,Los cuatro municipios de la provincia de Marga Marga y el gobernador Mundaca se unen contra termoeléctrica Los Rulos,2021-09-16,"Medio Ambiente / Alcaldes y alcaldesas de Limache, Quilpué, Villa Alemana y Olmué, más la máxima autoridad regional y organizaciones",https://www.paiscircular.cl/medio-ambiente/los-cuatro-municipios-de-la-provincia-de-marga-marga-y-el-gobernador-mundaca-se-unen-contra-termoelectrica-los-rulos/,País Circular,conflicto,0.683175265789032
Valparaíso,Panquehue,"Plaguicidas ilegales en Chile estarían causando deterioro cognitivo en trabajadores, niños y pueblos cercanos",2019-01-16,"Alarmante es el nuevo caso expuesto en las regiones del Maule y Coquimbo, que aluden a la responsabilidad de la industria agricultora en el",https://www.laizquierdadiario.cl/Neurotoxicidad-y-Agroindustria-Plaguicidas-ilegales-en-Chile-causarian-deterioro-cognitivo-en,La Izquierda Diario Chile,conflicto,0.5493289232254028
Valparaíso,Papudo,Conflicto ambiental en Valparaíso: Comunidad de Pullally se opone a proyecto de empresa minera,2023-03-30,"Iniciativa será votada el 5 de abril por la Comisión de Evaluación Ambiental, integrada por los seremis de Medioambiente, Obras Públicas,",https://www.elciudadano.com/chile/conflicto-ambiental-en-valparaiso-comunidad-de-pullally-se-opone-a-proyecto-de-empresa-minera/03/30/,elciudadano.com,conflicto,0.9501790404319764
Valparaíso,Papudo,Humedales concentran el 27% de los conflictos socioambientales relacionados a vegetación nativa en la Región de Valparaíso,2024-02-20,"Mediante el trabajo territorial del Proyecto “Justicia Ambiental, Derechos Humanos y Cambio Climático” de Fundación Terram, financiado por",https://laliguanoticias.cl/2024/02/08/humedales-concentran-el-27-de-los-conflictos-socioambientales-relacionados-a-vegetacion-nativa-en-la-region-de-valparaiso/,laliguanoticias.cl,conflicto,0.7330806851387024
Valparaíso,Papudo,"Denuncian que microbasurales, mal uso del agua potable rural, extracción de algas, amenaza inmobiliaria y futuro megapuerto están aumentando escasez hídrica en La Ligua y Papudo",2021-12-16,"Ambas comunas ubicadas en la zona central del país se han visto afectadas por falta de precipitaciones, desabastecimiento de agua y un",https://www.latercera.com/que-pasa/noticia/denuncian-que-microbasurales-mal-uso-del-agua-potable-rural-extraccion-de-algas-amenaza-inmobiliaria-y-futuro-megapuerto-estan-aumentando-escasez-hidrica-en-la-ligua-y-papudo/ZI45PET43NEZNPKTVSHZT5MUMQ/,La Tercera,conflicto,0.5744823217391968
Valparaíso,Papudo,Nuevo Plan Regulador: la alternativa para frenar el avance inmobiliario de Fernández Recart y la ruina del borde costero,2022-05-28,Tras 12 años de tramitación el nuevo Plan Regulador Intercomunal Satélite Borde Costero Norte se encuentra más cerca que nunca de ser,https://interferencia.cl/articulos/nuevo-plan-regulador-la-alternativa-para-frenar-el-avance-inmobiliario-de-fernandez-recart,Interferencia |,conflicto,0.5471153259277344
Valparaíso,Petorca,"Descentralización, conflictos sociales y crisis medioambientales: ejes de la gestión del nuevo gobernador de Valparaíso",2021-08-25,Rodrigo Mundaca confiesa la pugna de la Asociación de Gobernadores con los delegados presidenciales y recalca que su lucha por la defensa,http://www.uchile.cl/noticias/179176/gobernador-de-valparaiso-enfocara-su-gestion-en-conflictos-sociales,Universidad de Chile,conflicto,0.8210652470588684
Valparaíso,Petorca,INDH: Región de Valparaíso sufre mayor número de conflictos socioambientales en el país,2023-10-21,"El Instituto Nacional de Derechos Humanos (INDH), Concón Limpio y Sustentable, Mujeres Modatima, Mujeres de Zona de Sacrificio en",https://rvl.uv.cl/noticias/8404-indh-region-de-valparaiso-es-la-que-presenta-mas-conflictos-socioambientales-del-pais,Universidad de Valparaíso,conflicto,0.833853542804718
Valparaíso,Petorca,"Petorca, el pueblo de Chile que está cerrando escuelas por culpa de la sequía",2021-12-16,"En Petorca, los planteles educativos han reducido sus jornadas y enviado a los estudiantes a sus casas. ¿La razón? La fuerte sequía en el",https://www.bbc.com/mundo/noticias-america-latina-59584248,BBC,conflicto,0.6143238544464111
Valparaíso,Petorca,"Rodrigo Mundaca, Gobernador de la Región de Valparaíso: ""La problemática del agua se agudiza hoy día en todos los territorios""",2023-07-26,"En conversación con El Ciudadano, Mundaca abordó su experiencia con Modatima y el trabajo realizado en estos dos años a cargo de la",https://www.elciudadano.com/medio-ambiente/rodrigo-mundaca-gobernador-de-la-region-de-valparaiso-la-problematica-del-agua-se-agudiza-hoy-dia-en-todos-los-territorios/07/25/,elciudadano.com,conflicto,0.5881931185722351
Valparaíso,Petorca,Crisis hídrica en la cuenca de Petorca: una combinación entre la megasequía y el manejo del agua,2020-04-29,La escasez del recurso hídrico en Petorca no puede ser explicada solamente por la megasequía que ha afectado a Chile central en la última,https://diario.uach.cl/crisis-hidrica-en-la-cuenca-de-petorca-una-combinacion-entre-la-megasequia-y-el-manejo-del-agua/,Universidad Austral de Chile,conflicto,0.9748755693435668
Valparaíso,Petorca,INDH sostiene que persiste crisis hídrica en Petorca,2019-01-16,"La Sede regional de Valparaíso del Instituto Nacional de Derechos Humanos y el Movimiento de Defensa del Agua, la Tierra y la Protección del",https://www.indh.cl/indh-sostiene-que-persiste-crisis-hidrica-en-petorca/,Instituto Nacional de Derechos Humanos (INDH),conflicto,0.939090371131897
Valparaíso,Petorca,Crisis hídrica en Chile: exportadores de paltas vaciaron un río y dejaron a toda una comuna sin agua,2023-04-21,Empresas exportadoras de paltas se instalaron en la comuna de Petorca y regaron sus plantaciones con agua del río hasta secarlo.19 個月前,https://www.pagina12.com.ar/516870-crisis-hidrica-en-chile-exportadores-de-paltas-vaciaron-un-r,Página | 12,conflicto,0.920657217502594
Valparaíso,Petorca,"‘Chile ha privatizado por completo el agua, lo cual significa que el robo está institucionalizado’",2020-02-12,"Al cabo de un año signado por la movilización masiva en torno de la emergencia climática, CIVICUS está entrevistando a activistas, líderes y",https://www.civicus.org/index.php/es/medios-y-recursos/noticias/entrevistas/4270-chile-ha-privatizado-por-completo-el-agua-lo-cual-significa-que-el-robo-esta-institucionalizado,CIVICUS Global Alliance,conflicto,0.7621739506721497
Valparaíso,Petorca,"Petorca, el ícono de la sequía en Chile que votó rechazo: “El apruebo no iba a hacer que lloviera”",2022-09-11,"A pesar de que en Chile fue un invierno lluvioso comparado con los años anteriores, por el río Petorca no corre ni un hilo de agua.26 個月前",https://elpais.com/america-futura/2022-09-11/petorca-el-icono-de-la-sequia-en-chile-que-voto-rechazo-el-apruebo-no-iba-a-hacer-que-lloviera.html,EL PAÍS,conflicto,0.6441057920455933
Valparaíso,Petorca,Plebiscito en Valparaíso: en Reñaca se concentró el rechazo y el apruebo movilizó a un “nuevo votante urbano”,2020-11-27,"En la V región el apruebo obtuvo una de las votaciones más altas de Chile: 79,4%. En Petorca, Llay-Llay, Puchuncaví, comunidades afectadas",https://www.ciperchile.cl/2020/11/27/plebiscito-en-valparaiso-en-renaca-se-concentro-el-rechazo-y-el-apruebo-movilizo-a-un-nuevo-votante-urbano/,- CIPER Chile,conflicto,0.8217399716377258
Valparaíso,Petorca,Chincolco: Vecinos denuncian grave problema ambiental por basural próximo a poblaciones,2017-06-16,"Los vecinos de la cordillerana localidad de Chincolco, en la Región de Valparaíso, denunciaron un grave problema ambiental que aqueja a esta",https://www.elciudadano.com/medio-ambiente/chincolco-vecinos-denuncian-grave-problema-ambiental-por-basural-proximo-a-poblaciones/06/15/,elciudadano.com,conflicto,0.844717264175415
Valparaíso,Petorca,La crisis climática estaría intensificando el conflicto entre ganaderos y guanacos,2020-03-18,"Preocupación ha generado la situación que atraviesa el valle de Alicahue, en la zona cordillerana de Petorca, donde los efectos del cambio",https://laderasur.com/articulo/la-crisis-climatica-estaria-intensificando-el-conflicto-entre-ganaderos-y-guanacos/,Ladera Sur,conflicto,0.789372980594635
Valparaíso,Petorca,Nuevo Plan Regulador: la alternativa para frenar el avance inmobiliario de Fernández Recart y la ruina del borde costero,2022-06-20,Tras 12 años de tramitación el nuevo Plan Regulador Intercomunal Satélite Borde Costero Norte se encuentra más cerca que nunca de ser,https://interferencia.cl/articulos/nuevo-plan-regulador-la-alternativa-para-frenar-el-avance-inmobiliario-de-fernandez-recart,Interferencia |,conflicto,0.5471153259277344
Valparaíso,Petorca,"Estudio sobre crisis hídrica en Petorca: “Mercantilización de las aguas margina intereses ambientales, sociales y culturales”",2018-11-16,“Las autoridades deberían revocar los derechos de aprovechamiento de aguas asignados de forma posterior a las respectivas declaraciones de,https://www.elciudadano.com/chile/estudio-sobre-crisis-hidrica-en-petorca-mercantilizacion-de-las-aguas-margina-intereses-ambientales-sociales-y-culturales/10/29/,elciudadano.com,conflicto,0.9432544112205504
Valparaíso,Petorca,Mineros de Cabildo en alerta: 700 trabajadores podrían quedar cesantes si el Consejo de Ministros decide cerrar la Mina Cerro Negro,2023-12-21,"Instancia ministerial decidirá el futuro de la faena el próximo mes de enero, cuestión que tiene en vilo a los trabajadores,",https://puranoticia.pnt.cl/regiones/mineros-de-cabildo-en-alerta-700-trabajadores-podrian-quedar-cesantes,Home Puranoticia,conflicto,0.6047689914703369
Valparaíso,Puchuncaví,"Factores inciertos, valores en disputa, riesgos altos y decisiones urgentes: la aprobación Maratué en Puchuncaví en tiempos de ciencia posnormal",2024-10-21,"El martes 15 de octubre pasado, la Comisión de Evaluación Ambiental de Valparaíso aprobó el megaproyecto inmobiliario “Desarrollo Urbano",https://radio.uchile.cl/2024/10/21/factores-inciertos-valores-en-disputa-riesgos-altos-y-decisiones-urgentes-la-aprobacion-maratue-en-puchuncavi-en-tiempos-de-ciencia-posnormal/,Radio Universidad de Chile,conflicto,0.8356722593307495
Valparaíso,Puchuncaví,"Minsal declara Alerta Sanitaria para Concón, Quintero y Puchuncaví por episodios de contaminación",2024-08-21,"El Ministerio de Salud decretó Alerta Sanitaria para las comunas de Concón, Quintero y Puchuncaví, en la región de Valparaíso hasta el",https://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2024/08/06/minsal-declara-alerta-sanitaria-para-concon-quintero-y-puchuncavi-por-episodios-de-contaminacion.shtml,BioBioChile,conflicto,0.5083479285240173
Valparaíso,Puchuncaví,Proyecto Tayú de Fundación Terram: presenta propuestas de políticas públicas y catastro de conflictos socioambientales de la V Región,2024-06-21,"Lo más valioso fue plasmar las inquietudes e ideas de las personas , afirmó la directora de la iniciativa, Eliana Chong.5 個月前",https://radio.uchile.cl/2024/06/12/proyecto-tayu-de-fundacion-terram-presenta-propuestas-de-politicas-publicas-y-catastro-de-conflictos-socioambientales-de-la-v-region/,Radio Universidad de Chile,conflicto,0.6560767889022827
Valparaíso,Puchuncaví,INDH: Región de Valparaíso sufre mayor número de conflictos socioambientales en el país,2023-10-21,"El Instituto Nacional de Derechos Humanos (INDH), Concón Limpio y Sustentable, Mujeres Modatima, Mujeres de Zona de Sacrificio en",https://rvl.uv.cl/noticias/8404-indh-region-de-valparaiso-es-la-que-presenta-mas-conflictos-socioambientales-del-pais,Universidad de Valparaíso,conflicto,0.833853542804718
Valparaíso,Puchuncaví,INDH Valparaíso realiza observación en conflicto socioambiental en sector de Quirilluca en Puchuncaví,2021-04-19,"Durante esta semana funcionarias y funcionarios del Instituto Nacional de Derechos Humanos (INDH) de la sede regional de Valparaíso,",https://www.indh.cl/indh-valparaiso-realiza-observacion-en-conflicto-socioambiental-en-sector-de-quirilluca-en-puchuncavi/,Instituto Nacional de Derechos Humanos (INDH),conflicto,0.6762934923171997
Valparaíso,Puchuncaví,Puchuncaví y Quintero: los olvidados de la crisis social en Chile,2019-11-17,Los habitantes de la zona de sacrificio Quintero Puchuncaví no han visto concretarse ninguna de las medidas que dictó hace seis meses el,https://es.mongabay.com/2019/11/puchuncavi-quintero-crisis-social-en-chile/,Mongabay - Conservation News,conflicto,0.521299421787262
Valparaíso,Puchuncaví,"SMA multa a ENAP Refinerías por incumplimientos al Plan de Prevención y Descontaminación Atmosférica de Concón, Quintero y Puchuncaví",2024-07-21,"Esto, luego de que constatara una superación al límite permitido de emisión de material particulado y de dióxido de azufre (SO₂) en el",https://portal.sma.gob.cl/index.php/sma-multa-a-enap-refinerias-por-incumplimientos-al-plan-de-prevencion-y-descontaminacion-atmosferica-de-concon-quintero-y-puchuncavi/,Superintendencia Del Medio Ambiente – Gobierno de Chile,conflicto,0.860464334487915
Valparaíso,Puchuncaví,Histórico juicio por daño ambiental en Quintero y Puchuncaví entra en la recta final,2023-05-21,Histórico juicio por daño ambiental en Quintero y Puchuncaví entra en la recta final en el Segundo Tribunal Ambiental.18 個月前,https://www.paiscircular.cl/medio-ambiente/historico-juicio-por-dano-ambiental-en-quintero-y-puchuncavi-entra-en-la-recta-final-en-el-segundo-tribunal-ambiental/,País Circular,conflicto,0.7186630964279175
Valparaíso,Puchuncaví,Zonas de sacrificio: contaminación y desigualdad en tiempos de pandemia,2020-06-18,"Con el objetivo de visibilizar las complejidades de habitar localidades como Quintero y Puchuncaví, la Universidad de Chile lanzó",https://www.uchile.cl/noticias/163943/zonas-de-sacrificio-contaminacion-y-desigualdad-en-pandemia,Universidad de Chile,conflicto,0.8281350135803223
Valparaíso,Puchuncaví,INDH presenta denuncia por amenazas a dirigenta social ambiental de Quintero-Puchuncaví,2019-10-18,"Durante la jornada de ayer Katta Alonso, de la organización Mujeres en Zona de Sacrificio de Quintero-Puchuncaví, recibió amenazas desde un",https://www.indh.cl/indh-presenta-denuncia-por-amenazas-a-dirigenta-social-ambiental-de-quintero-puchuncavi/,Instituto Nacional de Derechos Humanos (INDH),conflicto,0.7134569883346558
Valparaíso,Puchuncaví,Corte acogió a trámite recurso del INDH por contaminación en Quintero y Puchuncaví y pidió informes a autoridades y empresas involucradas,2022-08-20,"El tribunal dio un plazo de ocho días a los ministerios de Medio Ambiente y de Salud, a la SMA y a la ONEMI para entregar antecedentes en",https://www.indh.cl/corte-acogio-a-tramite-recurso-del-indh-por-contaminacion-en-quintero-y-puchuncavi-y-pidio-informes-a-autoridades-y-empresas-involucradas/,Instituto Nacional de Derechos Humanos (INDH),conflicto,0.5317233800888062
Valparaíso,Puchuncaví,C. de Apelaciones de Valparaíso rechaza todos los recursos de protección por contaminación en Quintero y Puchuncaví,2019-02-16,Las acciones judiciales fueron presentadas tras los diversos episodios de contaminación en la zona que afectaron a la población durante el,https://www.emol.com/noticias/Nacional/2019/02/19/938461/C-de-Apelaciones-de-Valparaiso-rechaza-todos-los-recursos-de-proteccion-por-contaminacion-en-Quintero-y-Puchuncavi.html,Emol,conflicto,0.6069260835647583
Valparaíso,Puchuncaví,Tras nube tóxica en Quintero: cifran en 116 los conflictos socioambientales en Chile y Valparaíso lidera la lista,2018-09-16,El organismo lanzó un mapa con 116 conflictos en todo el país y sitúa 19 puntos en la Región de Valparaíso. El conflicto de Quintero es,https://www.publimetro.cl/cl/noticias/2018/09/06/quintero-indh-cifra-en-116-los-conflictos-socioambientales-en-chile-y-valparaiso-lidera-la-lista.html,Publimetro,conflicto,0.786511242389679
Valparaíso,Puchuncaví,Quintero y Puchuncaví: la zona de sacrificio,2018-09-16,"Los casi 50 mil habitantes de la costa norte de Valparaíso conviven con 15 grandes empresas de energía, químicos y combustibles.74 個月前",https://www.latercera.com/nacional/noticia/quintero-puchuncavi-la-zona-sacrificio/295044/,La Tercera,conflicto,0.7522351145744324
Valparaíso,Puchuncaví,Puchuncaví: Proyecto Maratue sufre duro revés tras pronunciamiento del Ministerio de Medio Ambiente,2020-09-17,Proyecto inmobiliario busca instalar casi 15 mil viviendas en 500 hectáreas ubicadas sobre una zona propuesta como Santuario de la,https://www.elciudadano.com/chile/puchuncavi-proyecto-maratue-sufre-duro-reves-tras-pronunciamiento-del-ministerio-de-medio-ambiente/09/15/,elciudadano.com,conflicto,0.9267418384552002
Valparaíso,Puchuncaví,"Quintero, Concón y Puchuncaví en emergencia ambiental por nuevo peak de contaminación de SO2",2022-06-20,"Compartir. Ante el hecho, el GORE de Valparaíso responsabilizó a Codelco, sin embargo, los sindicatos de la estatal afirman que se requiere",https://www.reporteminero.cl/noticia/noticias/2022/06/quintero-concon-puchuncavi-emergencia-ambiental-peak-contaminacion-so2,Reporte Minero,conflicto,0.518773078918457
Valparaíso,Puchuncaví,Tribunal Ambiental rechazó reclamación contra el Plan de Descontaminación Concón-Quintero-Puchuncaví,2020-10-18,"Organismo determinó la existencia de un riesgo ambiental subyacente a las emisiones, efluentes o residuos provenientes del cordón industrial",https://www.observador.cl/tribunal-ambiental-rechazo-reclamacion-contra-el-plan-de-descontaminacion-concon-quintero-puchuncavi/,El Observador,conflicto,0.6916998028755188
Valparaíso,Quillota,Humedales concentran el 27% de los conflictos socioambientales relacionados a vegetación nativa en la Región de Valparaíso,2024-02-20,"Agua / Mediante el trabajo territorial del Proyecto “Justicia Ambiental, Derechos Humanos y Cambio Climático” de Fundación Terram,",https://www.paiscircular.cl/agua/humedales-concentran-el-27-de-los-conflictos-socioambientales-relacionados-a-vegetacion-nativa-en-la-region-de-valparaiso/,País Circular,conflicto,0.7330806851387024
Valparaíso,Quillota,Chile: sequía y expansión urbana y agrícola amenazan al Parque Nacional La Campana,2022-10-20,"Aunque el invierno 2022 trajo lluvias que no se veían hace más de 12 años debido a una extensa sequía, expertos aseguran que aún es muy",https://es.mongabay.com/2022/10/sequia-y-expansion-urbana-y-agricola-amenazan-al-parque-la-campana-en-chile/,Mongabay - Conservation News,conflicto,0.5617886185646057
Valparaíso,Quillota,Triste realidad: el Aconcagua entre los ríos más contaminados,2022-03-20,El Tercer Muestreo Nacional de Basura en los Ríos de Chile analizó 37 ríos con grandes volúmenes de desperdicios de distintas regiones del.32 months ago,https://www.soychile.cl/quillota/sociedad/2022/02/25/745935/rio-aconcagua-contaminacion-basura.html,SoyChile.cl,conflicto,0.9720298647880554
Valparaíso,Quillota,Las caras de la sequía: el drama de la escasez hídrica en las comunas de Valparaíso,2021-07-19,"Los sistemas de agua potable rural de 10 comunas de la V Región -entre ellas Limache, Quillota y Olmué- han presentado problemas.40 months ago",https://www.latercera.com/la-tercera-sabado/noticia/las-caras-de-la-sequia-el-drama-de-la-escasez-hidrica-en-las-comunas-de-valparaiso/EZRYKRWQI5DYHMPYX3UAMWVFO4/,La Tercera,conflicto,0.6244633793830872
Valparaíso,Quillota,Padre e hijo protagonizan documental que expone la crisis del sobreconsumo de agua en Hijuelas y Llay Llay,2022-12-20,"Agua / “Desde el río, hasta el fondo de las palabras”, dirigido y producido por Natalia García y Paolo Vargas, es un cortometraje de no",https://www.paiscircular.cl/agua/padre-e-hijo-protagonizan-documental-que-expone-la-crisis-del-sobreconsumo-de-agua-en-hijuelas/,País Circular,conflicto,0.6307893991470337
Valparaíso,Quilpué,Satélite revela que fuego en Viña del Mar y Quilpué quemó 4.300 hectáreas de bosque nativo,2024-02-20,Fundación Terram obtuvo cifras cruzando bases de datos de Conaf con imágenes de la zona de la catástrofe captadas desde el espacio.9 months ago,https://www.terram.cl/satelite-revela-que-fuego-en-vina-del-mar-y-quilpue-quemo-4-300-hectareas-de-bosque-nativo/,Fundación Terram,conflicto,0.5473964810371399
Valparaíso,Quilpué,Valparaíso: Crean mapeo colectivo regional de conflictos socioambientales en tensión con inmobiliarias,2020-08-18,"El proyecto Resistencia Nativa, junto a otras organizaciones, creó un mapeo de los conflictos socioambientales de la Región de Valparaíso.51 months ago",https://www.elciudadano.com/portada/valparaiso-crean-mapeo-colectivo-regional-de-conflictos-socioambientales-en-tension-con-inmobiliarias/07/28/,elciudadano.com,conflicto,0.767170786857605
Valparaíso,Quilpué,Desafíos Metropolitanos del Gran Valparaíso,2017-10-16,El Gran Valparaíso (1 millón de habitantes y 340.000 viviendas) es una realidad en constante evolución que tiene hambre de un desarrollo,https://www.senado.cl/comunicaciones/noticias/desafios-metropolitanos-del-gran-valparaiso,Senado.cl,conflicto,0.8491460680961609
Valparaíso,Quilpué,¡Basta! Ciudades de Chile con el aire más contaminado de Sudamérica: ¿hasta cuándo podemos vivir así?,2023-06-21,"Según el Informe Mundial de Calidad del Aire 2022 IQAir, Chile es el segundo país con el aire más contaminado de Latinoamérica Además de ser",https://laderasur.com/articulo/basta-ciudades-de-chile-con-el-aire-mas-contaminado-de-sudamerica-hasta-cuando-podemos-vivir-asi/,Ladera Sur,conflicto,0.548958420753479
Valparaíso,Quintero,Proyecto Tayú de Fundación Terram: presenta propuestas de políticas públicas y catastro de conflictos socioambientales de la V Región,2024-06-21,"Lo más valioso fue plasmar las inquietudes e ideas de las personas , afirmó la directora de la iniciativa, Eliana Chong.5 months ago",https://radio.uchile.cl/2024/06/12/proyecto-tayu-de-fundacion-terram-presenta-propuestas-de-politicas-publicas-y-catastro-de-conflictos-socioambientales-de-la-v-region/,Radio Universidad de Chile,conflicto,0.6560767889022827
Valparaíso,Quintero,"El cierre de la emblemática chimenea de Ventanas, símbolo de las ""zonas de sacrificio"" ambientales en Chile",2023-06-21,"Este miércoles comenzó el cierre gradual de la fundición Codelco en Ventanas, Chile, que fue símbolo tanto de progreso económico como de",https://www.bbc.com/mundo/noticias-america-latina-65768354,BBC,conflicto,0.6295980215072632
Valparaíso,Quintero,La Región de Valparaíso suma 34 conflictos ambientales,2023-04-21,"La mitad corresponde a urbanizaciones y loteos que afectan a la vegetación nativa y casi el 80% involucra a especies vulnerables, según la",https://cooperativa.cl/noticias/pais/region-de-valparaiso/la-region-de-valparaiso-suma-34-conflictos-ambientales/2023-04-01/211623.html,Cooperativa.cl,conflicto,0.8957610130310059
Valparaíso,Quintero,INDH: Región de Valparaíso sufre mayor número de conflictos socioambientales en el país,2023-10-21,"El Instituto Nacional de Derechos Humanos (INDH), Concón Limpio y Sustentable, Mujeres Modatima, Mujeres de Zona de Sacrificio en",https://rvl.uv.cl/noticias/8404-indh-region-de-valparaiso-es-la-que-presenta-mas-conflictos-socioambientales-del-pais,Universidad de Valparaíso,conflicto,0.833853542804718
Valparaíso,Quintero,INDH de Valparaíso y Colegio Médico regional concurrieron a hospital y a colegio de Quintero para reunir antecedentes tras episodio de polución,2024-06-21,"INDH y la presidenta del Departamento de DD.HH. de la organización gremial pidieron información sobre casos de niños, niñas y adolescentes",https://www.indh.cl/indh-de-valparaiso-y-colegio-medico-regional-concurrieron-a-hospital-y-a-colegio-de-quintero-para-reunir-antecedentes-tras-episodio-de-polucion/,Instituto Nacional de Derechos Humanos (INDH),conflicto,0.6155216097831726
Valparaíso,Quintero,Puchuncaví y Quintero: los olvidados de la crisis social en Chile,2019-11-17,Los habitantes de la zona de sacrificio Quintero Puchuncaví no han visto concretarse ninguna de las medidas que dictó hace seis meses el,https://es.mongabay.com/2019/11/puchuncavi-quintero-crisis-social-en-chile/,Mongabay - Conservation News,conflicto,0.521299421787262
Valparaíso,Quintero,Tras nube tóxica en Quintero: cifran en 116 los conflictos socioambientales en Chile y Valparaíso lidera la lista,2018-09-16,El organismo lanzó un mapa con 116 conflictos en todo el país y sitúa 19 puntos en la Región de Valparaíso. El conflicto de Quintero es,https://www.publimetro.cl/cl/noticias/2018/09/06/quintero-indh-cifra-en-116-los-conflictos-socioambientales-en-chile-y-valparaiso-lidera-la-lista.html,Publimetro,conflicto,0.786511242389679
Valparaíso,Quintero,"Contraloría identifica graves omisiones y vacíos en el monitoreo de contaminantes en Quintero, Puchuncaví y Concón",2022-07-20,"El estudio, que revisó el actuar de organismos como las subsecretarías de Medio Ambiente y Salud entre 2010 y 2020, concluyó que han tenido",https://www.ciperchile.cl/2022/06/22/contraloria-identifica-graves-omisiones-y-vacios-en-el-monitoreo-de-contaminantes-en-quintero-puchuncavi-y-concon/,- CIPER Chile,conflicto,0.7456663250923157
Valparaíso,Quintero,Corte acogió a trámite recurso del INDH por contaminación en Quintero y Puchuncaví y pidió informes a autoridades y empresas involucradas,2022-08-20,"El tribunal dio un plazo de ocho días a los ministerios de Medio Ambiente y de Salud, a la SMA y a la ONEMI para entregar antecedentes en",https://www.indh.cl/corte-acogio-a-tramite-recurso-del-indh-por-contaminacion-en-quintero-y-puchuncavi-y-pidio-informes-a-autoridades-y-empresas-involucradas/,Instituto Nacional de Derechos Humanos (INDH),conflicto,0.5317233800888062
Valparaíso,Quintero,Zonas de sacrificio: contaminación y desigualdad en tiempos de pandemia,2020-06-18,"Con el objetivo de visibilizar las complejidades de habitar localidades como Quintero y Puchuncaví, la Universidad de Chile lanzó",https://www.uchile.cl/noticias/163943/zonas-de-sacrificio-contaminacion-y-desigualdad-en-pandemia,Universidad de Chile,conflicto,0.8281350135803223
Valparaíso,Quintero,"Descentralización, conflictos sociales y crisis medioambientales: ejes de la gestión del nuevo gobernador de Valparaíso",2021-09-18,Rodrigo Mundaca confiesa la pugna de la Asociación de Gobernadores con los delegados presidenciales y recalca que su lucha por la defensa,http://www.uchile.cl/noticias/179176/gobernador-de-valparaiso-enfocara-su-gestion-en-conflictos-sociales,Universidad de Chile,conflicto,0.8210652470588684
Valparaíso,Quintero,Contaminación en Quintero: el testimonio de una comunidad estudiantil constantemente afectada,2023-04-21,"Entre marzo y abril van más de 150 personas afectadas por la contaminación ambiental en Quintero, siendo las comunidades estudiantiles las",https://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2023/04/05/contaminacion-en-quintero-el-testimonio-de-una-comunidad-estudiantil-constantemente-afectada.shtml,BioBioChile,conflicto,0.6618283987045288
Valparaíso,Quintero,"Minsal declara Alerta Sanitaria para Concón, Quintero y Puchuncaví por episodios de contaminación",2024-08-21,"El Ministerio de Salud decretó Alerta Sanitaria para las comunas de Concón, Quintero y Puchuncaví, en la región de Valparaíso hasta el",https://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2024/08/06/minsal-declara-alerta-sanitaria-para-concon-quintero-y-puchuncavi-por-episodios-de-contaminacion.shtml,BioBioChile,conflicto,0.5083479285240173
Valparaíso,Quintero,Quintero y Puchuncaví: la zona de sacrificio,2018-09-16,"Los casi 50 mil habitantes de la costa norte de Valparaíso conviven con 15 grandes empresas de energía, químicos y combustibles.74 months ago",https://www.latercera.com/nacional/noticia/quintero-puchuncavi-la-zona-sacrificio/295044/,La Tercera,conflicto,0.7522351145744324
Valparaíso,Quintero,C. de Apelaciones de Valparaíso rechaza todos los recursos de protección por contaminación en Quintero y Puchuncaví,2019-02-16,Las acciones judiciales fueron presentadas tras los diversos episodios de contaminación en la zona que afectaron a la población durante el,https://www.emol.com/noticias/Nacional/2019/02/19/938461/C-de-Apelaciones-de-Valparaiso-rechaza-todos-los-recursos-de-proteccion-por-contaminacion-en-Quintero-y-Puchuncavi.html,Emol,conflicto,0.6069260835647583
